id,kecamatan,varietas,jenis_tanah,tekstur,luas_lahan,curah_hujan,suhu,total_n_dasar,total_p_dasar,total_k_dasar,umur_hst,fase_tanaman,ph,n_ppm,p_ppm,k_ppm,status_hara,rekomendasi_tindakan,dosis_urea_susulan,dosis_sp36_susulan,dosis_kcl_susulan,total_umur_panen,hasil_panen_estimasi,sisa_hari_panen
802,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.3,220,29,0.0,0.0,0.0,34,Vegetatif Aktif,5.9,18,19,13,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,56
803,Langowan,Pertiwi,Andosol,Pasir,1.6,225,27,0.0,0.0,0.0,19,Vegetatif Awal,6.6,24,11,11,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,86
804,Tondano Utara,Bisi 2,Latosol,Lempung,0.8,211,29,38.0,15.0,15.0,62,Generatif,5.9,34,14,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.9,53
805,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.5,190,28,15.0,15.0,15.0,60,Generatif,6.5,21,24,19,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,30
806,Airmadidi,NK Perkasa,Andosol,Lempung,1.2,240,30,38.0,15.0,15.0,38,Vegetatif Aktif,6.2,29,18,22,Seimbang,Pertahankan Kondisi,0,0,0,110,7.5,72
807,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.7,207,26,38.0,15.0,15.0,82,Generatif,6.1,35,22,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.8,8
808,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.4,173,28,23.0,0.0,0.0,45,Vegetatif Aktif,6.6,20,12,10,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.9,70
809,Kauditan,Pertiwi,Andosol,Lempung,1.4,169,26,23.0,0.0,0.0,77,Generatif,6.3,25,14,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,28
810,Tondano Utara,Bisi 2,Latosol,Lempung,2.5,220,27,38.0,15.0,15.0,59,Generatif,5.6,25,18,23,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,56
811,Airmadidi,NK Perkasa,Andosol,Pasir,2.5,175,28,0.0,0.0,0.0,25,Vegetatif Awal,6.2,11,8,16,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.8,85
812,Kauditan,NK Perkasa,Regosol,Lempung Berpasir,1.8,228,28,38.0,15.0,15.0,76,Generatif,6.0,29,20,23,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,34
813,Airmadidi,NK Perkasa,Andosol,Lempung,1.5,198,31,38.0,15.0,15.0,52,Vegetatif Aktif,5.7,28,21,15,Seimbang,Pertahankan Kondisi,0,0,0,110,7.6,58
814,Langowan,Pioneer Sweet Corn,Latosol,Lempung,0.7,198,29,0.0,0.0,0.0,67,Generatif,6.3,25,14,19,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,23
815,Sonder,NK Perkasa,Andosol,Pasir,1.7,151,29,23.0,0.0,0.0,84,Generatif,6.5,24,20,18,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,26
816,Kauditan,Pertiwi,Andosol,Pasir,2.6,241,28,0.0,0.0,0.0,21,Vegetatif Awal,6.5,20,9,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7,84
817,Tomohon,NK Perkasa,Andosol,Pasir,0.7,241,27,0.0,0.0,0.0,27,Vegetatif Aktif,5.6,19,9,14,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.9,83
818,Kauditan,Pertiwi,Andosol,Pasir,2.1,183,30,38.0,15.0,15.0,55,Vegetatif Aktif,6.7,35,25,20,Seimbang,Pertahankan Kondisi,0,0,0,105,7.5,50
819,Sonder,Bisi 2,Regosol,Pasir,2.2,197,28,23.0,0.0,0.0,85,Generatif,5.7,26,18,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0,30
820,Langowan,Pertiwi,Andosol,Pasir,0.7,202,29,15.0,15.0,15.0,44,Vegetatif Aktif,6.3,15,22,16,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,61
821,Tondano Selatan,Bisi 2,Regosol,Pasir,2.2,244,28,38.0,15.0,15.0,85,Generatif,6.3,30,16,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.9,30
822,Sonder,NK Perkasa,Regosol,Pasir,2.0,233,31,15.0,15.0,15.0,45,Vegetatif Aktif,6.4,24,19,24,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,65
823,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,1.1,224,27,23.0,0.0,0.0,23,Vegetatif Awal,6.6,25,20,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,67
824,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,0.6,210,30,38.0,15.0,15.0,34,Vegetatif Aktif,5.6,35,20,14,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,56
825,Langowan,Pertiwi,Andosol,Pasir,0.5,245,31,0.0,0.0,0.0,40,Vegetatif Aktif,6.6,22,14,22,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,5.9,65
826,Langowan,Pioneer Sweet Corn,Latosol,Lempung,2.5,183,31,15.0,15.0,15.0,64,Generatif,5.7,18,24,25,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,26
827,Langowan,Pertiwi,Andosol,Lempung,0.9,236,29,15.0,15.0,15.0,18,Vegetatif Awal,6.4,25,20,22,Seimbang,Pertahankan Kondisi,0,0,0,105,6.6,87
828,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.1,196,31,23.0,0.0,0.0,37,Vegetatif Aktif,6.3,18,8,11,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.9,53
829,Tondano Utara,Bisi 2,Regosol,Pasir,2.1,157,26,0.0,0.0,0.0,80,Generatif,6.3,22,11,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.0,35
830,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.8,171,30,15.0,15.0,15.0,81,Generatif,5.7,25,23,19,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,9
831,Tondano Utara,Pertiwi,Andosol,Pasir,0.6,219,27,0.0,0.0,0.0,18,Vegetatif Awal,6.5,19,8,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.9,87
832,Langowan,Pertiwi,Andosol,Pasir,1.8,180,31,38.0,15.0,15.0,64,Generatif,5.6,30,17,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,7.6,41
833,Tondano Selatan,Bisi 2,Regosol,Pasir,2.2,170,30,15.0,15.0,15.0,25,Vegetatif Awal,6.0,24,15,19,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,90
834,Tomohon,NK Perkasa,Regosol,Pasir,0.8,236,30,15.0,15.0,15.0,26,Vegetatif Aktif,6.2,29,25,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,84
835,Tomohon,Bisi 2,Regosol,Pasir,1.8,201,26,0.0,0.0,0.0,30,Vegetatif Aktif,6.0,22,13,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.0,85
836,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.3,221,27,38.0,15.0,15.0,27,Vegetatif Aktif,6.6,30,21,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,63
837,Tombulu,Bisi 2,Regosol,Lempung Berpasir,2.3,180,29,38.0,15.0,15.0,77,Generatif,5.9,30,18,22,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,38
838,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.0,206,28,15.0,15.0,15.0,63,Generatif,5.9,21,26,25,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8,27
839,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.4,229,31,15.0,15.0,15.0,32,Vegetatif Aktif,6.2,21,16,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,58
840,Sonder,NK Perkasa,Andosol,Lempung,2.3,179,29,15.0,15.0,15.0,13,Vegetatif Awal,6.1,20,24,24,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,97
841,Tombulu,Bisi 2,Regosol,Lempung Berpasir,0.9,201,28,15.0,15.0,15.0,34,Vegetatif Aktif,6.2,20,25,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,81
842,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,0.7,172,28,0.0,0.0,0.0,65,Generatif,5.7,20,17,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,25
843,Airmadidi,NK Perkasa,Andosol,Lempung,1.7,152,31,23.0,0.0,0.0,36,Vegetatif Aktif,6.0,25,19,12,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,74
844,Sonder,NK Perkasa,Andosol,Pasir,2.2,220,27,38.0,15.0,15.0,58,Generatif,6.0,32,24,19,Seimbang,Pertahankan Kondisi,0,0,0,110,7.7,52
845,Tondano Selatan,Bisi 2,Regosol,Lempung Berpasir,1.2,247,27,38.0,15.0,15.0,45,Vegetatif Aktif,6.0,21,18,22,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,70
846,Tondano Utara,Bisi 2,Latosol,Lempung,2.5,240,27,0.0,0.0,0.0,39,Vegetatif Aktif,6.0,22,9,11,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.1,76
847,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.8,190,30,23.0,0.0,0.0,73,Generatif,5.6,17,19,18,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,17
848,Tombulu,NK Perkasa,Regosol,Lempung Berpasir,2.4,234,30,0.0,0.0,0.0,69,Generatif,5.8,19,14,18,Seimbang,Pertahankan Kondisi,0,0,0,110,5.0,41
849,Sonder,NK Perkasa,Andosol,Pasir,2.2,199,27,0.0,0.0,0.0,44,Vegetatif Aktif,5.6,16,15,10,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,66
850,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.6,224,31,38.0,15.0,15.0,51,Vegetatif Aktif,6.6,28,15,24,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,39
851,Tondano Selatan,Pertiwi,Andosol,Pasir,2.2,250,29,38.0,15.0,15.0,69,Generatif,6.0,24,15,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,7.7,36
852,Tondano Utara,Bisi 2,Latosol,Lempung,1.6,162,31,15.0,15.0,15.0,54,Vegetatif Aktif,5.5,24,15,26,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,61
853,Tomohon,Bisi 2,Regosol,Pasir,0.7,185,31,0.0,0.0,0.0,39,Vegetatif Aktif,5.6,10,10,12,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,4.9,76
854,Langowan,Pertiwi,Andosol,Pasir,1.0,159,28,23.0,0.0,0.0,78,Generatif,6.7,23,16,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,27
855,Sonder,NK Perkasa,Andosol,Lempung,0.7,223,28,15.0,15.0,15.0,57,Generatif,6.5,17,16,25,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,53
856,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.5,210,30,23.0,0.0,0.0,33,Vegetatif Aktif,6.5,18,14,12,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,6.0,57
857,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.8,246,29,0.0,0.0,0.0,32,Vegetatif Aktif,5.7,19,11,10,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.0,58
858,Airmadidi,NK Perkasa,Andosol,Lempung,0.6,183,30,38.0,15.0,15.0,44,Vegetatif Aktif,5.8,33,18,21,Seimbang,Pertahankan Kondisi,0,0,0,110,7.6,66
859,Tondano Utara,Bisi 2,Regosol,Pasir,2.8,182,30,0.0,0.0,0.0,50,Vegetatif Aktif,6.5,23,15,13,Seimbang,Pertahankan Kondisi,0,0,0,115,4.9,65
860,Sonder,Pioneer Sweet Corn,Latosol,Lempung,1.4,174,31,38.0,15.0,15.0,63,Generatif,6.3,27,25,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.8,27
861,Tondano Selatan,Bisi 2,Regosol,Pasir,1.0,161,27,0.0,0.0,0.0,47,Vegetatif Aktif,6.1,16,10,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.1,68
862,Airmadidi,NK Perkasa,Regosol,Pasir,1.9,166,29,0.0,0.0,0.0,22,Vegetatif Awal,5.9,19,18,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.0,88
863,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,0.9,211,30,38.0,15.0,15.0,67,Generatif,6.4,21,26,18,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,48
864,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.9,184,31,38.0,15.0,15.0,80,Generatif,6.1,36,14,23,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,35
865,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.3,247,26,0.0,0.0,0.0,36,Vegetatif Aktif,5.8,21,14,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,4.9,54
866,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.9,178,27,15.0,15.0,15.0,76,Generatif,5.9,18,18,18,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,14
867,Tondano Utara,Bisi 2,Regosol,Lempung Berpasir,2.6,183,30,0.0,0.0,0.0,24,Vegetatif Awal,5.7,20,13,14,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0,91
868,Tomohon,NK Perkasa,Regosol,Pasir,0.9,193,28,15.0,15.0,15.0,71,Generatif,6.5,17,24,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9,39
869,Airmadidi,NK Perkasa,Andosol,Lempung,2.1,194,26,15.0,15.0,15.0,19,Vegetatif Awal,6.0,15,24,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,6.6,91
870,Airmadidi,NK Perkasa,Andosol,Pasir,2.5,164,28,23.0,0.0,0.0,77,Generatif,6.2,16,20,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.7,33
871,Tomohon,Bisi 2,Regosol,Lempung Berpasir,1.0,150,28,23.0,0.0,0.0,62,Generatif,6.3,18,12,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,53
872,Tomohon,NK Perkasa,Regosol,Pasir,2.4,154,31,15.0,15.0,15.0,13,Vegetatif Awal,5.6,26,17,14,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,97
873,Sonder,NK Perkasa,Andosol,Lempung,0.6,175,28,23.0,0.0,0.0,84,Generatif,6.6,19,20,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.7,26
874,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,2.2,245,28,23.0,0.0,0.0,56,Generatif,6.3,19,15,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,59
875,Airmadidi,NK Perkasa,Andosol,Lempung,1.3,195,30,15.0,15.0,15.0,19,Vegetatif Awal,6.2,24,14,14,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,91
876,Tomohon,NK Perkasa,Andosol,Lempung,1.5,221,31,23.0,0.0,0.0,52,Vegetatif Aktif,5.9,17,10,20,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,6.7,58
877,Tondano Selatan,Bisi 2,Regosol,Pasir,1.6,205,26,0.0,0.0,0.0,19,Vegetatif Awal,5.8,21,14,18,Seimbang,Pertahankan Kondisi,0,0,0,115,4.9,96
878,Tondano Utara,NK Perkasa,Regosol,Pasir,0.8,246,28,38.0,15.0,15.0,34,Vegetatif Aktif,5.5,29,16,15,Seimbang,Pertahankan Kondisi,0,0,0,110,6.9,76
879,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.1,246,29,23.0,0.0,0.0,21,Vegetatif Awal,6.4,26,14,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8,69
880,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.7,229,28,15.0,15.0,15.0,32,Vegetatif Aktif,6.4,29,20,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,58
881,Langowan,Pertiwi,Andosol,Lempung,0.7,234,27,15.0,15.0,15.0,85,Generatif,6.7,20,16,25,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,20
882,Tondano Utara,Bisi 2,Latosol,Lempung,2.2,209,28,15.0,15.0,15.0,70,Generatif,5.7,19,22,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,45
883,Langowan,Bisi 2,Regosol,Pasir,1.3,240,28,0.0,0.0,0.0,26,Vegetatif Aktif,6.6,17,14,11,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,4.9,89
884,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.9,173,31,0.0,0.0,0.0,65,Generatif,6.0,25,20,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.1,25
885,Tondano Utara,Bisi 2,Regosol,Pasir,1.9,220,29,38.0,15.0,15.0,17,Vegetatif Awal,6.7,22,21,25,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,98
886,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,1.0,241,31,38.0,15.0,15.0,44,Vegetatif Aktif,6.4,36,23,16,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,71
887,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,0.9,235,26,15.0,15.0,15.0,85,Generatif,6.3,21,15,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8,5
888,Tondano Selatan,Pertiwi,Andosol,Lempung,1.0,211,31,38.0,15.0,15.0,14,Vegetatif Awal,6.8,35,23,20,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,91
889,Tombulu,Pertiwi,Andosol,Pasir,1.1,199,31,23.0,0.0,0.0,37,Vegetatif Aktif,5.7,29,12,22,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.7,68
890,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.9,210,30,0.0,0.0,0.0,44,Vegetatif Aktif,6.1,24,10,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.0,46
891,Tondano Utara,Pertiwi,Andosol,Lempung,2.8,217,26,0.0,0.0,0.0,24,Vegetatif Awal,6.4,24,11,14,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,81
892,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.9,211,27,0.0,0.0,0.0,55,Vegetatif Aktif,6.6,25,13,13,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.0,35
893,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.5,196,29,38.0,15.0,15.0,63,Generatif,5.5,34,25,24,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,52
894,Tondano Selatan,Pertiwi,Andosol,Pasir,1.6,187,26,23.0,0.0,0.0,79,Generatif,6.1,24,17,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.8,26
895,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,1.1,190,31,23.0,0.0,0.0,56,Generatif,6.2,23,13,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.9,34
896,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.7,170,29,38.0,15.0,15.0,25,Vegetatif Awal,6.4,26,21,23,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,90
897,Sonder,Bisi 2,Regosol,Lempung Berpasir,0.8,225,26,23.0,0.0,0.0,11,Vegetatif Awal,6.6,22,9,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,104
898,Tomohon,NK Perkasa,Andosol,Pasir,0.6,194,27,38.0,15.0,15.0,30,Vegetatif Aktif,6.6,36,25,22,Seimbang,Pertahankan Kondisi,0,0,0,110,7.6,80
899,Tondano Utara,Bisi 2,Latosol,Lempung,2.0,191,30,38.0,15.0,15.0,83,Generatif,6.7,24,22,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.8,32
900,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.5,177,26,23.0,0.0,0.0,17,Vegetatif Awal,5.8,22,13,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,98
901,Tondano Selatan,Bisi 2,Latosol,Lempung,0.7,235,31,38.0,15.0,15.0,73,Generatif,5.8,27,24,23,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,42
902,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.3,181,27,0.0,0.0,0.0,42,Vegetatif Aktif,6.5,16,12,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.0,48
903,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.9,195,29,0.0,0.0,0.0,70,Generatif,6.6,10,15,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.1,20
904,Kauditan,Pertiwi,Andosol,Lempung,1.0,157,27,15.0,15.0,15.0,55,Vegetatif Aktif,6.1,19,23,23,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,50
905,Kauditan,Pertiwi,Andosol,Pasir,2.6,162,27,0.0,0.0,0.0,23,Vegetatif Awal,5.7,24,16,15,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,82
906,Tondano Selatan,Pertiwi,Andosol,Pasir,0.8,233,31,15.0,15.0,15.0,25,Vegetatif Awal,5.9,21,17,15,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,80
907,Tondano Utara,Pertiwi,Andosol,Pasir,2.3,158,27,38.0,15.0,15.0,67,Generatif,6.4,35,22,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,7.7,38
908,Sonder,Pioneer Sweet Corn,Latosol,Lempung,2.1,155,31,38.0,15.0,15.0,25,Vegetatif Awal,6.5,24,17,14,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,65
909,Tombulu,Bisi 2,Regosol,Pasir,1.8,244,27,15.0,15.0,15.0,42,Vegetatif Aktif,6.2,25,24,15,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,73
910,Tondano Selatan,Bisi 2,Latosol,Lempung,0.6,216,30,23.0,0.0,0.0,11,Vegetatif Awal,6.2,24,20,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,104
911,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,196,31,38.0,15.0,15.0,45,Vegetatif Aktif,6.1,23,21,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,45
912,Tondano Utara,Bisi 2,Latosol,Lempung,0.9,184,31,23.0,0.0,0.0,61,Generatif,6.4,21,12,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.0,54
913,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.8,214,29,38.0,15.0,15.0,84,Generatif,5.8,22,19,23,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,6
914,Kauditan,Pertiwi,Andosol,Lempung,2.3,166,30,23.0,0.0,0.0,56,Generatif,6.5,21,13,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.8,49
915,Tondano Utara,Bisi 2,Latosol,Lempung,1.0,245,31,0.0,0.0,0.0,57,Generatif,6.5,10,13,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.0,58
916,Airmadidi,NK Perkasa,Andosol,Lempung,1.4,222,29,0.0,0.0,0.0,83,Generatif,5.6,10,14,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.8,27
917,Tondano Utara,Pertiwi,Andosol,Pasir,0.7,200,30,23.0,0.0,0.0,56,Generatif,6.4,18,15,18,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,49
918,Airmadidi,NK Perkasa,Andosol,Pasir,1.1,214,27,23.0,0.0,0.0,20,Vegetatif Awal,6.3,17,8,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,6.7,90
919,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.2,164,28,23.0,0.0,0.0,81,Generatif,6.7,20,20,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.0,9
920,Langowan,Pertiwi,Andosol,Pasir,1.3,243,29,23.0,0.0,0.0,53,Vegetatif Aktif,6.8,25,11,20,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.8,52
921,Airmadidi,NK Perkasa,Andosol,Pasir,2.8,189,31,15.0,15.0,15.0,75,Generatif,6.6,16,21,25,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,35
922,Tomohon,NK Perkasa,Andosol,Lempung,0.9,160,26,23.0,0.0,0.0,55,Vegetatif Aktif,6.6,21,13,11,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,6.8,55
923,Tondano Utara,Bisi 2,Regosol,Pasir,1.3,189,28,23.0,0.0,0.0,35,Vegetatif Aktif,5.6,31,16,16,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,80
924,Kauditan,Pioneer Sweet Corn,Latosol,Lempung,2.8,241,31,0.0,0.0,0.0,70,Generatif,5.7,25,18,22,Seimbang,Pertahankan Kondisi,0,0,0,90,5.1,20
925,Sonder,Bisi 2,Regosol,Lempung Berpasir,1.0,204,27,15.0,15.0,15.0,28,Vegetatif Aktif,6.1,16,26,21,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,87
926,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.8,240,26,0.0,0.0,0.0,19,Vegetatif Awal,6.2,17,19,20,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.0,71
927,Langowan,Bisi 2,Regosol,Lempung Berpasir,2.2,171,26,38.0,15.0,15.0,29,Vegetatif Aktif,5.7,32,15,18,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,86
928,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.4,177,30,38.0,15.0,15.0,37,Vegetatif Aktif,5.6,33,18,20,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,53
929,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.8,188,29,38.0,15.0,15.0,39,Vegetatif Aktif,5.9,23,18,17,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,51
930,Tondano Selatan,Bisi 2,Latosol,Lempung,1.8,225,31,38.0,15.0,15.0,85,Generatif,6.8,29,26,20,Seimbang,Pertahankan Kondisi,0,0,0,115,6.7,30
931,Tondano Selatan,Bisi 2,Regosol,Lempung Berpasir,1.5,203,27,15.0,15.0,15.0,53,Vegetatif Aktif,6.8,28,26,19,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,62
932,Airmadidi,NK Perkasa,Regosol,Lempung Berpasir,1.6,187,30,15.0,15.0,15.0,68,Generatif,5.8,19,14,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.9,42
933,Tomohon,Bisi 2,Regosol,Lempung Berpasir,3.0,216,27,15.0,15.0,15.0,14,Vegetatif Awal,5.8,27,23,22,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,101
934,Tondano Selatan,Pertiwi,Andosol,Pasir,2.8,183,31,0.0,0.0,0.0,64,Generatif,6.0,11,13,19,Seimbang,Pertahankan Kondisi,0,0,0,105,5.7,41
935,Tombulu,Bisi 2,Regosol,Lempung Berpasir,2.5,181,28,23.0,0.0,0.0,82,Generatif,5.7,25,18,19,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,33
